,,,,,,,,,,,,,, VIDANGE MOTEUR,,,,,HYDROLIQUE,,,Vidange BOITE,HUILE,HUILE,GASOIL,GASOIL,GASOIL,IN           EX,GASOIL,Vidange BOITE,HYDROLIQU,HIDROLIQU,DECLO,BOITE,,HYDROLIQUE,140,,80w90,40 HMD,CX 50,50%,4   S,,ANTI + N,,,"COMPRESSEUR 
électrique Centrale ",THERMIQUE,,,
,DATE PROCHAINE VIDANGE,ENGINS,Désignation ,Marque,Type,"N° de serie 
du type","Carte grise /
 Plaque signalétique ",Date dernière vidange,,index,prochain,DATE DERNIERE CONSULTATION,index,CM huile moteur/vidange (250H) ,CM huile moteur/4 vidanges,Type  huile moteur,Colonne1,lieu de l'opération,dernière date vidange HY,CM huile HY/ vidanges (1000H),TYPE HUILE HY,"Huile
BOITE 1000H",FILTRE Huile,FILTRE Huile 2,"FILTRE
 GASOIL",FILTRE GAZOIL CARTOUCHE,FILTRE GAZOIL SPECIAL,"FILTRE A AIR
INT           EX","FILTRE S 
EAU","FILTRE  
BOITE","FILTRE 
HY 1","FILTRE
 HY 2","FILTRE 
Déclencheur (compresseur du moteur de l'engin) ",Huile BOITE,Huile HY   Tellus super ,Huile HY Normal (en cas de panne de flexible),H 140,H ATF,H  80w90,HMD 40 ( camoufflage en cas d'épuisement avant délais de vidange),CX 50 (boite et réducteur CAT),eau RA 50% ou 30% ( en litres),eau RA  4 Saisons ( eau mélangée à l'huile),Date graisse,graisse,graisse anti chaleur,huile compresseur,filtre Séparateur compresseur),huile  Thermique  316 (centrale + 2 répandeuse),Date huile thermique,vidange pont 2000 H,Colonne2
,8/30/2025,CA2,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,4/15/2025,,,,,"250,710.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
les camions sont sur chantier,8/30/2025,CA4,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/27/2025,,"214,087.00","214,587.00",,"222,770.88",-8683.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA6,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,2/1/2025,,250022,250522,,"263,337.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA8,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,2/1/2025,,,,,"207,588.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,CA9,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/27/2025,,"281,356.00","281,856.00",,"218,236.37",-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,CA10,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/3/2025,,"235,028.00","250,028.00",,"241,163.06",-6135.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA11,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,1/16/2025,,311033,311283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA13,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,10/22/2024,,321466,321466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,CA14,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/16/2025,,294542,304542,,"9,059.24",294542,disque en panne ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CR2,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,3/21/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G4,Niveleuse,CATERPILLAR,12K,CAT0012KCSZP00275,22303ES,3/4/2025,,128733,128983,,12169.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G5,Niveleuse,CATERPILLAR,12K,CAT0012KJSZP00685,28189ES,5/7/2025,,11157,11407,,11066.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G6,Niveleuse,CATERPILLAR,12K,CAT0012KCSZP00770,29759ES,5/8/2025,,       P,       P,,9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G7,Niveleuse,CATERPILLAR,12K,CAT0012KESZP00369,24260ES,12/7/2024,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,7/30/2025,G8,Niveleuse,CATERPILLAR,140GC,CAT00140CW9201140,36785ES,5/23/2025,,3588,3838,,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,G10,Niveleuse,CATERPILLAR,12K,CAT0012KTSZP00665,27802ES,5/10/2025,,11366,11616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR1,Tracteur,LANDINI,TL20NM,5374G43194,90386 TRAC,4/15/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR2,Tracteur,LANDINI,TL20NM,5374G49286, 90385 TRAC,5/2/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR3,Tracteur,DEUTZ-FAHR,D10S2WD,D10S714WX1E40168,119684 TRAC,5/16/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il est resté 2 mois non fonctionnel,8/30/2025,TR6,Tracteur,LANDINI,TLMLAA,TLMLR17109,119550 TRAC,2/8/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il est resté 2 mois non fonctionnel,7/30/2025,TR7,Tracteur,LANDINI,TLWLAA,TLWLS36199,122470 TRAC,12/25/2024,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR8,Tracteur,LANDINI,TLMLAA,TLMLS30166,122012 TRAC,5/15/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CO1,Compacteur ,AMMANN,AP 240 ,,3742007,30/04/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,BD1,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/8/2025,,5786,6036,,5849.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,F3,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/31/2025,,4021,4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,F GK,F : filtre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,F  GK : gazoil cartouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,F  GS : gazoil séparateur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,F S EAU : séparateur eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"F Déclencheur (freinage, embrayage, éliminer l'eau de tout circuit à air)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,programmation des types d'huile  en foction de l'avqancement de l'état du matériel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
